"Rzeczywista","Przewidziana","P_BARBUNYA","P_BOMBAY","P_CALI","P_DERMASON","P_HOROZ","P_SEKER","P_SIRA"
"BOMBAY","BOMBAY",1.05096033250417e-06,0.999996926651423,2.0220053768803e-06,3.82867532472889e-10,1.41985395816026e-19,2.14969101703073e-19,8.52585530984589e-18
"BOMBAY","BOMBAY",5.14077501121683e-07,0.999995526229264,3.95928033379662e-06,4.12901376667234e-10,1.25938533371244e-19,9.21430196489521e-20,1.50141804633428e-17
"BOMBAY","BOMBAY",7.36436052783646e-07,0.99148642607052,0.00851283184108716,5.65233893453204e-09,3.11187514746929e-18,1.41083934007332e-21,1.12027361043156e-15
"BOMBAY","BOMBAY",5.51151858587915e-08,0.999970122460336,2.98218810185992e-05,5.43459504664073e-10,8.98806267487018e-20,8.60092580742894e-21,9.86811108602619e-17
"BOMBAY","BOMBAY",1.6124888159575e-07,0.999985006318402,1.48318502727342e-05,5.82443141907969e-10,1.35341810050582e-19,3.50433532249147e-20,6.48525671107474e-17
"BOMBAY","BOMBAY",2.91814456451859e-08,0.999129172908638,0.000870796517628892,1.39228669555386e-09,1.99672705425792e-19,5.7588795680876e-22,6.86097843479305e-16
"BOMBAY","BOMBAY",2.07067599350023e-07,0.999987007507898,1.27849390529059e-05,4.85449805682789e-10,1.10451715756104e-19,2.08859163002377e-20,3.22480043475139e-17
"BOMBAY","BOMBAY",2.12137370905845e-08,0.999945941486085,5.40367907920227e-05,5.09385472290218e-10,6.1885611561055e-20,2.53904978976177e-21,1.4202234513176e-16
"BOMBAY","BOMBAY",1.22737973823637e-07,0.999969059546536,3.08170920591409e-05,6.23431077152104e-10,1.28570733899136e-19,1.16159458856572e-20,7.43211025096109e-17
"BOMBAY","BOMBAY",2.33823744830113e-08,0.999916681665984,8.32942421094482e-05,7.09531603498809e-10,9.71127439959053e-20,4.07463378777189e-21,2.98017955001044e-16
"BOMBAY","BOMBAY",9.95800991259966e-08,0.999981063497431,1.88364472695915e-05,4.75199863533909e-10,8.77666791711637e-20,1.06131304373079e-20,4.80803888206325e-17
"BOMBAY","BOMBAY",9.2669067472829e-08,0.999440596734758,0.00055930702779411,3.56837488373929e-09,1.07775796714018e-18,4.93958857479561e-20,5.44056968070453e-15
"BOMBAY","BOMBAY",1.11108337851086e-08,0.99975988078896,0.000240107340439838,7.5976572798952e-10,8.29298708409802e-20,8.28122360437087e-22,4.42307533895361e-16
"BOMBAY","BOMBAY",1.68302763854223e-08,0.999917417801779,8.25647360051621e-05,6.31939007373727e-10,7.65480608661946e-20,2.78866482315453e-21,2.79148424572087e-16
"BOMBAY","BOMBAY",2.55028453494581e-08,0.999503827676278,0.000496145671618412,1.14925783896682e-09,2.08895540601608e-19,1.2260971359006e-21,5.61911684924995e-16
"BOMBAY","BOMBAY",7.85102766604084e-08,0.999702022099174,0.000297898209050199,1.1814987221198e-09,2.1318360543178e-19,1.84962893977249e-21,2.82017534028478e-16
"BOMBAY","BOMBAY",4.20397103071274e-07,0.999835739718411,0.000163838516363706,1.36812185157795e-09,3.82230911410707e-19,6.84438744069913e-21,1.33128986839641e-16
"BOMBAY","BOMBAY",3.22239119260276e-07,0.999994626227175,5.0511352646806e-06,3.98440404053128e-10,1.0493688170159e-19,5.47922456433028e-20,1.81238892997494e-17
"BOMBAY","BOMBAY",3.81593067882724e-07,0.999995028143127,4.58986536997238e-06,3.98435248042191e-10,1.10227735638524e-19,6.38002645211615e-20,1.63771186840278e-17
"BOMBAY","BOMBAY",2.87147219786687e-07,0.999987743057251,1.19692013662888e-05,5.94163293304863e-10,1.65575974882156e-19,5.25482998740548e-20,4.67553086815842e-17
"BOMBAY","BOMBAY",1.14203601417881e-07,0.999988938114147,1.09472648072342e-05,4.17444764313887e-10,8.15539554146994e-20,1.81721079426174e-20,3.64500214775809e-17
"BOMBAY","BOMBAY",5.05260857123766e-07,0.999992380107584,7.11402937995977e-06,6.02178521033503e-10,2.0085123448704e-19,1.33884355040215e-19,3.73226779813853e-17
"BOMBAY","BOMBAY",1.17039506923551e-07,0.999986558305415,1.33241983149721e-05,4.56763180556278e-10,9.15087196636065e-20,1.77671394958332e-20,4.34461674413718e-17
"BOMBAY","BOMBAY",7.88457560790039e-09,0.999849715362137,0.000150276139041763,6.14245028489962e-10,5.86891423883408e-20,9.21566594534844e-22,3.81227776829247e-16
"BOMBAY","BOMBAY",2.48478055043881e-08,0.999760046881091,0.000239927112162679,1.15893961847924e-09,1.90503474817679e-19,4.09252763872523e-21,8.08984998981347e-16
"BOMBAY","BOMBAY",3.43375122703163e-08,0.999962494271821,3.74708860155063e-05,5.04651105568884e-10,7.17328565465477e-20,4.59249988202743e-21,1.08308624267075e-16
"BOMBAY","BOMBAY",9.07054566983982e-06,0.999990493313852,4.35770846374979e-07,3.69631190434219e-10,2.62448180194665e-19,2.40471351272889e-18,2.35834073107294e-18
"BOMBAY","BOMBAY",8.49470178386583e-08,0.999983528456312,1.63861466387215e-05,4.50031428422797e-10,8.14178731104106e-20,1.19458555670886e-20,5.00027320568564e-17
"BOMBAY","BOMBAY",3.97987115300043e-08,0.99991522993822,8.47296019612793e-05,6.61106533494887e-10,9.48859659541098e-20,2.50983202127535e-21,1.51027182568567e-16
"BOMBAY","BOMBAY",6.41153746679542e-07,0.999994755058871,4.6032727957567e-06,5.14586395717548e-10,1.78098738122905e-19,1.58793870399517e-19,2.27899628073434e-17
"BOMBAY","BOMBAY",1.56140002968588e-08,0.999903558500026,9.64252319578519e-05,6.54015601630762e-10,7.88771333935901e-20,2.45382102291708e-21,3.11830704857522e-16
"BOMBAY","BOMBAY",7.4679497710816e-07,0.999995302059348,3.95064206517701e-06,5.0360950638938e-10,1.81086244080898e-19,1.89035756428516e-19,1.98845242428306e-17
"BOMBAY","BOMBAY",2.55136180945754e-08,0.999928209651744,7.17642666283918e-05,5.68009112792202e-10,7.22553441034379e-20,2.14454767968842e-21,1.50307693203405e-16
"BOMBAY","BOMBAY",1.60414320957525e-08,0.999894603448162,0.000105379901731211,6.08674324267063e-10,7.31326410784968e-20,1.60489512673948e-21,2.35032504294469e-16
"BOMBAY","BOMBAY",4.33450233949321e-07,0.999996188286506,3.37790699619553e-06,3.56263421574988e-10,1.0012198377574e-19,7.21440749949268e-20,1.18961833054844e-17
"BOMBAY","BOMBAY",2.3599669829504e-08,0.999952382233658,4.7593654354502e-05,5.12317097315763e-10,6.52419602904982e-20,3.28520057817455e-21,1.39906571889442e-16
"BOMBAY","BOMBAY",7.01615633319324e-07,0.999969904273917,2.93925349343102e-05,1.57551513009528e-09,7.255499738644e-19,3.72758697729183e-19,2.8611940445304e-16
"BOMBAY","BOMBAY",8.20037240478622e-09,0.999809913054113,0.000190078048378694,6.9713566385866e-10,7.07067535401405e-20,9.92695255347597e-22,4.95790684562704e-16
"BOMBAY","BOMBAY",6.82014228193213e-09,0.999836727455061,0.000163265131931935,5.9286442279429e-10,5.43495042751964e-20,7.16309687196831e-22,3.76423940909417e-16
"BOMBAY","BOMBAY",4.32938901023102e-08,0.999957311083815,4.26450934343844e-05,5.28860778290589e-10,7.83167299195347e-20,4.00924601157513e-21,9.65106377972007e-17
"BOMBAY","BOMBAY",3.5244679872367e-08,0.999959668690386,4.02955143067409e-05,5.50626862388416e-10,8.11352491879613e-20,5.63538161784726e-21,1.3360068883277e-16
"BOMBAY","BOMBAY",5.35347798145566e-08,0.999976894869739,2.30511459378716e-05,4.49543469450696e-10,7.07295216389212e-20,6.75570438518914e-21,6.42612837763894e-17
"BOMBAY","BOMBAY",2.28627819742627e-07,0.999983942832811,1.58280082370135e-05,5.31132034934886e-10,1.25284912841565e-19,1.93468409489583e-20,3.57705221947265e-17
"BOMBAY","BOMBAY",1.16367065254772e-07,0.999979497508631,2.03855524508407e-05,5.7185335658327e-10,1.20554326628814e-19,1.9246986327197e-20,7.21376737251725e-17
"BOMBAY","BOMBAY",9.61603838054966e-05,0.999903789567094,4.97798187814202e-08,2.6928172759071e-10,3.60342568880747e-19,2.81816279566118e-17,2.99675449366242e-19
"BOMBAY","BOMBAY",2.06448739382839e-06,0.999994096241655,3.83875666767271e-06,5.14283728504727e-10,2.23358090493102e-19,1.63565395256161e-19,8.95267865636022e-18
"BOMBAY","BOMBAY",6.47459709364738e-08,0.999977086575059,2.28481726336072e-05,5.0633641692177e-10,8.77624499478266e-20,1.06899688147383e-20,7.84811984822468e-17
"BOMBAY","BOMBAY",2.16869741365343e-08,0.999961145783164,3.88320863212912e-05,4.43540580917487e-10,5.35839226135058e-20,2.8060578834529e-21,1.06880088360831e-16
"BOMBAY","BOMBAY",9.52960154545152e-07,0.999995302842275,3.74376482761705e-06,4.32742384379004e-10,1.51927307206632e-19,1.05462654051582e-19,1.04839922078293e-17
"BOMBAY","BOMBAY",3.34708853187321e-07,0.999990808812846,8.85600634623379e-06,4.71954161773303e-10,1.24928346760664e-19,3.52449926788863e-20,2.32472028777183e-17
"BOMBAY","BOMBAY",1.17165669741658e-08,0.999931786118173,6.82016787078595e-05,4.86552235546084e-10,5.04358715982867e-20,1.56143232991739e-21,1.89717311643068e-16
"BOMBAY","BOMBAY",2.89363428262916e-07,0.999977165767937,2.25442374792438e-05,6.31155763429944e-10,1.5896323418194e-19,1.79307725180164e-20,4.21920704707282e-17
"BOMBAY","BOMBAY",0.000183315541267271,0.999816580771813,1.03181710515344e-07,5.05208918765939e-10,9.32802471103476e-19,7.33983518266344e-17,8.61031815114798e-19
"BOMBAY","BOMBAY",1.79006644358854e-08,0.999919052677478,8.09287989717051e-05,6.22885389009604e-10,7.81186312798363e-20,2.79643374625366e-21,2.6038238849162e-16
"BOMBAY","BOMBAY",1.2136309352128e-08,0.999925629673233,7.43576631083063e-05,5.27348727534854e-10,5.64085811979581e-20,1.80675064745622e-21,2.26354991277776e-16
"BOMBAY","BOMBAY",4.90724676934165e-08,0.999963262915854,3.66874968511776e-05,5.14827306103174e-10,7.92150371114905e-20,4.73330643125804e-21,8.5777087841934e-17
"BOMBAY","BOMBAY",2.60874705511386e-08,0.999955078971528,4.48944286069103e-05,5.12394561489706e-10,6.87046895470609e-20,3.7221007645987e-21,1.34152643908604e-16
"BOMBAY","BOMBAY",2.14802471404642e-08,0.999783325355519,0.000216652364493949,7.99740462581507e-10,9.91622032587706e-20,1.00488784335901e-21,3.07235966354838e-16
"BOMBAY","BOMBAY",2.27928343384957e-08,0.999811214155379,0.000188762279335076,7.72451672204646e-10,9.74768362338872e-20,1.13535951112959e-21,2.79714710591131e-16
"BOMBAY","BOMBAY",8.1778472128677e-08,0.999980215457211,1.97022731075165e-05,4.91209165310883e-10,9.23902182257345e-20,1.24722764821332e-20,6.29798402929767e-17
"BOMBAY","BOMBAY",9.80451860568679e-09,0.999866636251103,0.000133353369036808,5.75340978404572e-10,5.6578092191002e-20,8.4799568805236e-22,2.75077001622364e-16
"BOMBAY","BOMBAY",5.56086216287606e-08,0.99998205696924,1.78870095674264e-05,4.12571171444848e-10,6.56405770509905e-20,7.90671928424534e-21,5.38115853559484e-17
"BOMBAY","BOMBAY",8.52327471929978e-09,0.999907169297947,9.28216804494173e-05,4.98328317000886e-10,4.7587280125131e-20,1.02632328421655e-21,2.36281765722979e-16
"BOMBAY","BOMBAY",1.54490550606655e-08,0.999928821758317,7.11622696559158e-05,5.22972477761498e-10,6.05383409594525e-20,1.87011542607329e-21,1.84436661462106e-16
"BOMBAY","BOMBAY",1.38355767174407e-07,0.999975230118176,2.46309701569261e-05,5.55900066808915e-10,1.1333404590014e-19,1.0844569225403e-20,5.25927703884871e-17
"BOMBAY","BOMBAY",5.52895226565685e-09,0.999832252523852,0.000167741399985181,5.47209703412959e-10,4.95592224697421e-20,5.69288833191271e-22,3.55653326607112e-16
"BOMBAY","BOMBAY",2.99795411704936e-06,0.999996038068886,9.63635186296461e-07,3.41810319381264e-10,1.67037751618441e-19,4.68694096811439e-19,3.45736924051203e-18
"BOMBAY","BOMBAY",2.74721187390958e-08,0.999942377446563,5.75945544351858e-05,5.26883058754791e-10,7.60304972086976e-20,2.82485226056726e-21,1.2667956625447e-16
"BOMBAY","BOMBAY",5.98249608930341e-07,0.999996470355189,2.93103313031578e-06,3.62071523743998e-10,1.13344870788351e-19,9.66202646719144e-20,1.02488517177128e-17
"BOMBAY","BOMBAY",8.56597925430269e-08,0.999986211286231,1.37026452178851e-05,4.08758907243683e-10,7.337346928228e-20,1.16685341773496e-20,4.05872473190746e-17
"CALI","SIRA",0.0396727278813775,4.89835250582688e-12,0.0615986391433972,0.000626846764555303,0.00304336214165071,2.81400543941996e-06,0.895055610058682
"CALI","BARBUNYA",0.702495861717431,4.0780366453607e-11,0.116180786028578,0.00100244825058329,0.0102603941794431,6.25652833171188e-06,0.170054253254853
"CALI","CALI",0.000129357439291014,1.06020928882433e-12,0.999840479216434,1.12691957481508e-06,1.47322903385517e-07,2.51766282670145e-20,2.88891007370966e-05
"CALI","HOROZ",3.97624941605131e-05,6.35379129045406e-21,0.45642302999368,2.43904900756686e-08,0.528968457871673,1.61912735819386e-12,0.014568725248378
"CALI","CALI",0.000185688441314871,2.4148666954576e-13,0.999812410119152,3.17890299975136e-07,2.74448449935476e-07,1.54602165125468e-20,1.30910054164244e-06
"CALI","CALI",0.00686055418263733,4.79811549514726e-11,0.993135934576553,5.18407087699797e-07,1.34078871414468e-06,3.04966732778427e-21,1.65199702699601e-06
"CALI","CALI",0.0306277755142533,3.78242067370299e-17,0.951432650966238,2.85547784809655e-06,0.00228721041156451,1.23405549435187e-13,0.0156495076299724
"CALI","CALI",2.1068505523017e-05,1.90090597570647e-13,0.999978358660546,1.9221762555809e-08,4.54252932119544e-07,1.00656816354447e-22,9.93590457710651e-08
"CALI","CALI",0.0723114715148405,2.56657784013907e-15,0.92757596165003,1.39871406256134e-06,8.82500401658845e-05,4.43989209835107e-16,2.29180808977444e-05
"CALI","CALI",0.0139038870003457,4.56170252004714e-12,0.98609391734485,1.252203084655e-06,7.0842245628144e-07,3.96596238507166e-19,2.35024702111044e-07
"CALI","CALI",0.0412874777082938,7.53325977070167e-20,0.728416039131194,5.85844473487119e-08,0.230266090226919,2.95705565966866e-13,3.0334348849578e-05
"CALI","BARBUNYA",0.527184422602396,3.53641270907993e-14,0.469137631125329,7.31047274997559e-06,0.00358859378861738,1.5743985329159e-09,8.20404364736254e-05
"CALI","CALI",0.414178830492683,5.25414584735805e-17,0.572810600140253,1.75404177330882e-06,0.0128786887366248,5.44364099369338e-12,0.000130126583223103
"CALI","CALI",0.148187113721985,8.58295763769972e-13,0.851093828652341,1.71609325997196e-05,1.1480040644133e-05,3.20390188250136e-09,0.000690413447669495
"CALI","CALI",0.00397580561196229,2.98468078438948e-14,0.912658050608751,3.80719197734194e-06,0.0830235346462808,1.46000813241987e-09,0.000338800480990965
"CALI","CALI",0.0301981398350196,1.81512666305721e-14,0.94429034113722,1.39288674850661e-05,0.0231326302224548,8.87117680670633e-10,0.00236495905068489
"CALI","CALI",0.000826765349263383,1.11525186888019e-11,0.999173162295907,6.09796135310278e-08,9.89931865782908e-09,1.66275515976777e-24,1.46474524914758e-09
"CALI","CALI",0.000440532992825459,2.32747805405383e-17,0.999556869363603,8.63767093169672e-09,2.25830677774037e-08,1.30032665594169e-12,2.56642153274252e-06
"CALI","CALI",0.28584744856999,2.33725451177963e-13,0.70461236126766,3.56256564751369e-05,0.0085102107633823,2.3744383604038e-09,0.000994351367820437
"CALI","CALI",0.0159084354232201,4.09677575839008e-14,0.984082314553341,8.17336589413421e-07,7.33558431111075e-06,1.31900164963766e-17,1.09710249754736e-06
"CALI","BARBUNYA",0.631065867588853,3.00858662187213e-13,0.368930960570552,7.04159155576498e-07,5.74895291216746e-09,6.93085919868224e-10,2.4612390997773e-06
"CALI","CALI",0.000399578025564501,9.23218436585604e-12,0.999600240424386,4.1419453079945e-08,1.21567476768079e-07,9.59080415672535e-24,1.85538876632359e-08
"CALI","CALI",0.0126057994518302,1.52051470863934e-15,0.969874792216609,1.69586845775777e-06,0.0174171925274018,2.10012628320267e-11,0.000100519914698275
"CALI","CALI",0.166857735248442,1.9002734614946e-09,0.830648944212871,0.000150845670015442,4.08859249745364e-09,3.41369590671305e-06,0.00233905518389887
"CALI","CALI",0.000511463433093367,5.67064063524274e-11,0.999488214225611,3.04975627702404e-07,1.53263312594545e-08,1.5830234819077e-21,1.98263007914525e-09
"CALI","CALI",0.0363525841085598,8.68511975811289e-12,0.938289052415191,0.000208411673791516,0.0018793428708812,5.15152781257149e-09,0.0232706037713638
"CALI","CALI",0.000831353683785903,6.83388751233471e-16,0.999037030726837,4.44926242515962e-07,0.000101419461822195,9.77574589812264e-16,2.97512013104579e-05
"CALI","CALI",0.106611999165452,3.77266541157164e-18,0.892235507147772,1.18841444373044e-07,0.00115098119837662,7.18568292673234e-16,1.39364695467823e-06
"CALI","CALI",0.0171009550741595,7.98701646774025e-13,0.982857231748213,1.38579084706293e-06,7.87325688833997e-09,2.68243289807242e-09,4.04168302918913e-05
"CALI","HOROZ",1.24499530943676e-11,1.72034925255759e-25,0.0117018054858449,6.03435006219271e-14,0.988298191154263,3.38566140781436e-16,3.34738101940673e-09
"CALI","CALI",0.118741439761187,1.07692724733351e-12,0.881181950526637,5.38988357402944e-06,6.8055941855128e-05,1.73894664663781e-14,3.16388565245253e-06
"CALI","BARBUNYA",0.761332902419584,4.98982867384285e-17,0.226326584688915,5.9244726029226e-07,0.01233631041852,4.22815632869126e-12,3.61002149317207e-06
"CALI","CALI",0.00424597616313939,2.07618540483303e-10,0.995753892003528,1.27430627629092e-07,4.17708619927023e-09,1.24693550722982e-23,1.80004817630329e-11
"CALI","CALI",0.116260004376398,1.45967844837831e-16,0.883725883878056,1.92436365149186e-07,1.33562476070996e-07,4.03133284393167e-13,1.37857463018218e-05
"CALI","CALI",0.0329353865315396,4.4767692810386e-14,0.967045869739204,4.34685539536319e-07,4.01248742290072e-09,8.39814145803342e-11,1.83049472031136e-05
"CALI","CALI",0.00197155401608873,1.2798352764898e-15,0.998028015528948,2.46648118976556e-08,4.94739717203817e-08,1.56596677759262e-12,3.56314612276403e-07
"CALI","CALI",0.00047702768134458,3.47423606450531e-11,0.999522913677441,5.51021632424993e-08,3.43066280104948e-09,5.12513179892304e-24,7.36459872798524e-11
"CALI","CALI",0.0586384740202309,4.17238119852135e-17,0.936860300921628,1.1658906747262e-06,0.00431791186160688,8.79710558980899e-13,0.000182147304980011
"CALI","CALI",0.00418000190275365,5.61993171757126e-15,0.995785836234612,4.72643562513864e-07,3.20826835187495e-05,1.41525265218557e-16,1.60653554695091e-06
"CALI","CALI",0.0783421368676518,5.59959693349821e-08,0.921122663999178,0.000291053942690533,6.40833066902172e-06,3.07367265791118e-10,0.000237680556473778
"CALI","CALI",0.447582262519455,5.41962939026761e-09,0.551446868842462,9.452285711223e-05,7.39397837269869e-09,4.65541369840635e-06,0.000871677553664562
"CALI","CALI",2.01665025394216e-06,2.56700695285427e-20,0.913948640717427,2.58249326131294e-09,0.0860314041563601,1.40939154268524e-14,1.79358934512594e-05
"CALI","CALI",0.000919840286350688,2.33729570545773e-19,0.8964227573684,1.89467725847473e-08,0.102653268246436,1.15314916873143e-13,4.11515192547973e-06
"CALI","CALI",0.0666210850577055,3.13132335628045e-14,0.933376723436413,2.57567618929768e-07,5.21923372552892e-09,5.51731408239091e-12,1.92871348012872e-06
"CALI","CALI",0.000127299492753748,3.51877124543227e-13,0.999872693435318,1.83132948944052e-09,5.23927095302703e-09,1.94821409442174e-26,9.7630410106506e-13
"CALI","CALI",0.128536883527814,1.70372781882996e-12,0.871459673133762,8.53921480068832e-07,6.47397319646127e-09,7.31672390657245e-10,2.58220959394678e-06
"CALI","CALI",0.274742451838575,1.19316229736056e-10,0.724755399810606,2.28084749056649e-05,6.0655076416545e-09,1.46217730302165e-07,0.000479187473358897
"CALI","CALI",0.000327050379921714,1.83409439989596e-16,0.881626492987928,1.12115362029228e-07,0.118038885936961,1.19057515735187e-11,7.45856792177034e-06
"CALI","CALI",0.000204474889622712,3.51787248294617e-12,0.999795517661324,6.05914231462587e-09,1.38537238408405e-09,4.29547255304197e-26,1.02041690058036e-12
"CALI","CALI",0.123823906969136,1.37532581918972e-11,0.87615887102018,2.64492694767306e-06,5.91523726066325e-09,5.02405259576343e-09,1.45661306933924e-05
"CALI","CALI",0.413952252620409,7.07571745553365e-14,0.586045066047433,4.74958872096999e-07,3.2581811805742e-09,7.53533304799288e-11,2.20303968033915e-06
"CALI","CALI",0.000458310682959641,1.95149110065538e-13,0.98890167159102,9.96735390288662e-07,0.0106052404930258,2.04860859990904e-09,3.37784488009955e-05
"CALI","CALI",0.000309934287892267,1.03769449818942e-18,0.99674143023537,1.4499367129231e-08,0.00294653493876029,2.88105517761904e-16,2.08603861004832e-06
"CALI","CALI",0.434599266062676,5.94050730325828e-12,0.565396812650084,1.43108500450095e-06,1.62997036376962e-09,2.04699619630808e-10,2.48836162471496e-06
"CALI","CALI",0.331796141170817,3.23399799365113e-11,0.66819349279855,3.29038627648411e-06,4.28950765112177e-09,5.73454470146609e-09,7.06558796404492e-06
"CALI","CALI",0.101180552519262,4.16172358162184e-16,0.898819398568922,1.70632945772124e-08,5.60964218275615e-09,3.98580439629953e-13,2.6238480120833e-08
"CALI","CALI",0.000342885726769729,1.5046128584177e-16,0.955536504994928,8.05594934245301e-08,0.0441179787950925,1.93834921625439e-12,2.54992177746534e-06
"CALI","CALI",0.000307288186815883,1.46342026677503e-15,0.999692156270044,1.54293288755e-08,1.59525922645317e-08,4.58961731268695e-12,5.24156627575976e-07
"CALI","CALI",0.00610341003063901,1.45135929796076e-11,0.993896516623941,6.00867830564545e-08,1.32345816057022e-08,3.13393426414347e-23,9.54186349441473e-12
"CALI","CALI",0.300038039925448,2.98212545186019e-10,0.699926673152338,8.54735712474235e-06,5.5765529628648e-09,4.64236160494204e-08,2.66872667075007e-05
"CALI","CALI",4.02085559218624e-05,5.66941852534788e-19,0.893365225632275,4.60091457795132e-09,0.106594052226723,5.45045027987327e-14,5.08984110996628e-07
"CALI","CALI",0.0315428682434134,6.96646294515735e-15,0.968456667457932,7.61459269567594e-08,1.41584081620121e-09,4.00110567874286e-13,3.86736479922279e-07
"CALI","CALI",1.6576165067402e-05,4.57742401615191e-11,0.99998341871481,5.04847100397978e-09,2.54483866512008e-11,2.26266233319691e-28,4.28818049196838e-13
"CALI","CALI",0.139882649529808,2.35482564272825e-12,0.860113126270537,1.26567780957847e-06,1.06313490557122e-09,7.26695549078529e-11,2.95738368573946e-06
"CALI","CALI",0.00217650753110973,2.7264425906814e-19,0.996832829442499,9.24678371181862e-09,0.000990467174582513,2.62691312888486e-17,1.86605025441998e-07
"CALI","CALI",0.00124618278252873,1.52259357425601e-11,0.998753539455912,2.40865830833052e-07,3.57586915448351e-08,3.31563013679389e-21,1.12181060611626e-09
"CALI","CALI",0.00779953011927682,1.30413074654891e-12,0.992199882582854,2.07445650353744e-07,3.7826022983276e-07,6.19101165966306e-20,1.59068446398162e-09
"CALI","CALI",0.000131045677885906,2.74276185708845e-15,0.999868703558187,1.2370411367443e-09,2.49516360426752e-07,4.1740283270762e-24,1.0522774558681e-11
"CALI","CALI",0.156276741501569,1.74527503750205e-08,0.843308863317114,6.59247036544724e-05,4.61231845072393e-09,1.4897910721746e-06,0.000346958621521125
"CALI","CALI",0.310699248020259,4.11956385781095e-10,0.689275069177755,8.20994995346657e-06,5.2143215928686e-09,4.45997710288846e-08,1.74226259833781e-05
"CALI","CALI",0.0362710163658053,8.37298533164072e-07,0.963718059690095,1.00356238166634e-05,5.26329214334892e-11,2.79211176459439e-13,5.09688373129759e-08
"CALI","CALI",2.49133601712599e-05,6.87058831052998e-20,0.847464325824578,1.04971458869498e-09,0.15251070509292,9.3136836796186e-15,5.46726070007803e-08
"CALI","CALI",5.77309825114607e-06,2.79016094070161e-15,0.999994148061245,2.3590583946696e-10,7.86034774211168e-08,1.67129961519527e-25,1.11760458323055e-12
"CALI","CALI",0.0060812150185543,3.6309620208244e-15,0.993915114280082,7.88272394446655e-08,3.57805544385965e-06,3.67477242582688e-19,1.3818677259545e-08
"CALI","CALI",3.74121728640121e-05,1.52344142020651e-13,0.999962581755303,8.47428919661463e-10,5.22401515519773e-09,2.0179120349248e-26,2.3686102649958e-13
"CALI","CALI",0.174481469692744,1.86279159730425e-13,0.825518314673916,1.25307107053346e-07,1.06770763687428e-08,5.85138680505508e-11,7.95904569044402e-08
"CALI","CALI",0.000490116291983866,1.6305028764985e-11,0.999509851982837,2.81319546588383e-08,3.57139995670329e-09,5.81889761960274e-24,5.51940437757156e-12
"CALI","CALI",0.000350790848551701,2.36469743544732e-14,0.999648983340696,1.35933246384375e-08,1.40863145647454e-07,3.34359979065382e-11,7.13208225918977e-08
"CALI","CALI",0.0199934226419882,8.85677713212942e-15,0.979496293264798,1.58724688662117e-06,0.000499837955785688,1.45565293248972e-13,8.85889038723626e-06
"CALI","CALI",6.64311666298075e-05,2.6213918497121e-18,0.999933551329397,1.94543978977443e-10,1.553510263092e-08,8.52056984456993e-15,1.77431779567259e-09
"CALI","CALI",9.68977404060685e-05,3.5962364816022e-13,0.999903100822865,7.64204761013874e-10,6.72129208988747e-10,6.04462276187782e-28,3.56626744367883e-14
"CALI","CALI",0.00180294901617681,2.16333797591954e-16,0.997984334010615,1.38465858265967e-07,0.000211222584306344,5.84328773232034e-16,1.35592304227867e-06
"CALI","CALI",0.00415480213232411,2.40359473367583e-11,0.995845191628285,5.7469576821902e-09,4.68381358497715e-10,2.56270693449563e-27,1.62488847585206e-14
"CALI","CALI",4.22622709438513e-06,2.15119233502028e-12,0.999995769540772,3.57967191096819e-09,6.42927707781167e-10,2.22607025348949e-26,7.3833354522617e-12
"CALI","CALI",0.0156656235574743,1.65115037331045e-14,0.984334085130803,6.16746034357198e-08,2.67838963465392e-09,2.92201110074854e-12,2.26955791501847e-07
"CALI","CALI",0.00128454848758266,1.75088722708849e-15,0.998714611211379,3.36220575339395e-08,7.81413261497617e-09,2.04345178278898e-12,7.98862802713964e-07
"CALI","CALI",3.80784764553917e-05,6.55077877795771e-12,0.999961919077843,2.33425735519073e-09,1.0463650574664e-10,2.17094056737173e-28,2.56936769708038e-13
"CALI","BARBUNYA",0.568524608989471,1.88421772702146e-12,0.431475227306312,1.56270646949902e-07,2.33536020467276e-10,1.67031595022728e-13,7.19798260196412e-09
"CALI","CALI",0.0307664147211563,4.2569910835586e-15,0.969233187231768,6.00827430770106e-08,3.24171876732232e-09,2.82063937408163e-12,3.34719789191989e-07
"CALI","CALI",0.000395602119538233,5.78166132705359e-11,0.999604393485705,4.20130363701934e-09,1.35625907049923e-10,1.48401692657866e-27,1.05922884971071e-14
"CALI","CALI",3.6644038037211e-05,1.18847012833417e-12,0.99996335465432,4.3815933251726e-10,8.68285132272244e-10,3.40742632933849e-28,9.66466343112926e-15
"CALI","CALI",0.0167131678990129,7.67770052213512e-13,0.983140492661027,5.19710582731754e-06,0.000124769007866701,1.25198819640745e-12,1.63733242456846e-05
"CALI","CALI",0.0129744435460738,2.42929493543133e-13,0.987025065529681,1.24390771041363e-07,6.21719682571765e-09,5.51283849076112e-11,3.60260906324875e-07
"CALI","CALI",0.0170683966577333,2.24953227860205e-12,0.98291490838366,1.0518301046404e-06,1.76133867863352e-09,3.00826910506974e-10,1.56410640869729e-05
"CALI","CALI",3.8212229256854e-05,7.20658147351693e-15,0.999961745587158,8.59663127707443e-10,4.13203244574615e-08,3.1910341028078e-25,3.58991204772758e-12
"CALI","CALI",0.099469419339372,9.80241303948052e-10,0.900484705290354,1.13824499529142e-05,3.75188514470184e-09,5.788216400624e-08,3.44303060305913e-05
